source_file,source_model,python,python_version,summary,job_started,node,model_dir,result_dir,vllm_log,model_tag,vllm_model,dtype,enforce_eager,tool_call_parser,served_model_name,generation_config,enable_auto_tool_choice,host,architecture,max_model_len,model,fault,seed,range,output,project_dir,tau2_dir,domain,task_set,tasks,trials,max_steps,max_errors,agent,agent_model,user,user_model,save,concurrency,verbose
llama31-8b-10-119242.out,llama31-8b-10,,,served_model_name=meta-llama/Llama-3.1-8B-Instruct; vllm_model=meta-llama/Llama-3.1-8B-Instruct; dtype=bfloat16; tool_call_parser=llama3_json; enforce_eager=True,,,,,,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct,bfloat16,True,llama3_json,meta-llama/Llama-3.1-8B-Instruct,vllm,True,127.0.0.1,,,,,,,,,,,,,,,,,,,,,,
vllm-llama31-8b-119242.log,llama31-8b,,,served_model_name=meta-llama/Llama-3.1-8B-Instruct; vllm_model=meta-llama/Llama-3.1-8B-Instruct; dtype=bfloat16; tool_call_parser=llama3_json; enforce_eager=True,,,,,,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct,bfloat16,True,llama3_json,meta-llama/Llama-3.1-8B-Instruct,vllm,True,127.0.0.1,,,,,,,,,,,,,,,,,,,,,,
llama31-8b-10-119244.out,llama31-8b-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,300,10,llm_agent,hosted_vllm/meta-llama/Llama-3.1-8B-Instruct,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-llama31-8b-119244.log,llama31-8b,,,served_model_name=meta-llama/Llama-3.1-8B-Instruct; vllm_model=/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct; architecture=LlamaForCausalLM; max_model_len=8192; dtype=bfloat16; tool_call_parser=llama3_json; enforce_eager=True,,,,,,/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct,/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct,bfloat16,True,llama3_json,meta-llama/Llama-3.1-8B-Instruct,vllm,True,127.0.0.1,LlamaForCausalLM,8192,,,,,,,,,,,,,,,,,,,,
llama31-8b-10-119252.out,llama31-8b-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,300,10,llm_agent,hosted_vllm/meta-llama/Llama-3.1-8B-Instruct,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-llama31-8b-119252.log,llama31-8b,,,served_model_name=meta-llama/Llama-3.1-8B-Instruct; vllm_model=/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct; architecture=LlamaForCausalLM; max_model_len=8192; dtype=bfloat16; tool_call_parser=llama3_json; enforce_eager=True,,,,,,/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct,/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct,bfloat16,True,llama3_json,meta-llama/Llama-3.1-8B-Instruct,vllm,True,127.0.0.1,LlamaForCausalLM,8192,,,,,,,,,,,,,,,,,,,,
mistral32-10-119306.out,mistral32-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,300,10,llm_agent,hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-mistral-small32-24b-119306.log,mistral-small32-24b,,,served_model_name=mistralai/Mistral-Small-3.2-24B-Instruct-2506; vllm_model=mistralai/Mistral-Small-3.2-24B-Instruct-2506; architecture=PixtralForConditionalGeneration; max_model_len=8192; dtype=bfloat16; tool_call_parser=mistral; enforce_eager=True,,,,,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,mistralai/Mistral-Small-3.2-24B-Instruct-2506,bfloat16,True,mistral,mistralai/Mistral-Small-3.2-24B-Instruct-2506,vllm,True,127.0.0.1,PixtralForConditionalGeneration,8192,,,,,,,,,,,,,,,,,,,,
Rollout-Min3-8B-tau2-119308.out,Min3-8B-tau2,,,model=Mixtral-8x7B-Instruct-v0; fault=clean; seed=2; range=0 -> 10; served_model_name=Mixtral-8x7B-Instruct-v0; vllm_model=/gpfs/projects/imt526a/group2/agent-reliability/models/Mixtral-8x7B-Instruct-v0; architecture=MixtralForCausalLM; max_model_len=16384; dtype=bfloat16; tool_call_parser=hermes; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,/gpfs/projects/imt526a/group2/agent-reliability/models/Mixtral-8x7B-Instruct-v0,/gpfs/projects/imt526a/group2/agent-reliability/models/Mixtral-8x7B-Instruct-v0,bfloat16,,hermes,Mixtral-8x7B-Instruct-v0,,True,127.0.0.1,MixtralForCausalLM,16384,Mixtral-8x7B-Instruct-v0,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,
mistral32-10-119320.out,mistral32-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,300,10,llm_agent,hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-mistral-small32-24b-119320.log,mistral-small32-24b,,,served_model_name=mistralai/Mistral-Small-3.2-24B-Instruct-2506; vllm_model=mistralai/Mistral-Small-3.2-24B-Instruct-2506; architecture=PixtralForConditionalGeneration; max_model_len=8192; dtype=bfloat16; tool_call_parser=mistral; enforce_eager=True,,,,,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,mistralai/Mistral-Small-3.2-24B-Instruct-2506,bfloat16,True,mistral,mistralai/Mistral-Small-3.2-24B-Instruct-2506,vllm,True,127.0.0.1,PixtralForConditionalGeneration,8192,,,,,,,,,,,,,,,,,,,,
llama31-8b-10-119321.out,llama31-8b-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,300,10,llm_agent,hosted_vllm/meta-llama/Llama-3.1-8B-Instruct,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-llama31-8b-119321.log,llama31-8b,,,served_model_name=meta-llama/Llama-3.1-8B-Instruct; vllm_model=/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct; architecture=LlamaForCausalLM; max_model_len=8192; dtype=bfloat16; tool_call_parser=llama3_json; enforce_eager=True,,,,,,/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct,/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct,bfloat16,True,llama3_json,meta-llama/Llama-3.1-8B-Instruct,vllm,True,127.0.0.1,LlamaForCausalLM,8192,,,,,,,,,,,,,,,,,,,,
Rollout-Min3-8B-tau2-119327.out,Min3-8B-tau2,,,model=Mixtral-8x7B-Instruct-v0; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,,,Mixtral-8x7B-Instruct-v0,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/Mixtral-8x7B-Instruct-v0,user_simulator,o4-mini,,,
Rollout-Min3-8B-tau2-119423.out,Min3-8B-tau2,,,model=Mixtral-8x7B-Instruct-v0; fault=clean; seed=2; range=0 -> 10; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,,,Mixtral-8x7B-Instruct-v0,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,
Rollout-Min3-8B-tau2-119430.out,Min3-8B-tau2,,,model=Mixtral-8x7B-Instruct-v0; fault=clean; seed=2; range=0 -> 10; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,,,Mixtral-8x7B-Instruct-v0,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,
Rollout-Min3-8B-tau2-119512.out,Min3-8B-tau2,,,model=Mixtral-8x7B-Instruct-v0; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,,,Mixtral-8x7B-Instruct-v0,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/Mixtral-8x7B-Instruct-v0,user_simulator,o4-mini,,,
Rollout-Min3-8B-tau2-119513.out,Min3-8B-tau2,,,model=Mixtral-8x7B-Instruct-v0; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,,,Mixtral-8x7B-Instruct-v0,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/Mixtral-8x7B-Instruct-v0,user_simulator,o4-mini,,,
Rollout-Qwen2.5-tau2-119520.out,Qwen2.5-tau2,,,model=Qwen3-8B; fault=clean; seed=3; range=0 -> 9; served_model_name=Qwen/Qwen3-14B; vllm_model=Qwen/Qwen3-14B; architecture=Qwen3ForCausalLM; max_model_len=40960; dtype=bfloat16; tool_call_parser=hermes; enforce_eager=True; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Qwen3-8B/clean/seed_3,,,,,,Qwen/Qwen3-14B,Qwen/Qwen3-14B,bfloat16,True,hermes,Qwen/Qwen3-14B,vllm,True,127.0.0.1,Qwen3ForCausalLM,40960,Qwen3-8B,clean,3,0 -> 9,/gpfs/projects/imt526a/group2/agent-reliability/results/Qwen3-8B/clean/seed_3,,,,,,,,,,,,,,,
